Postcode,1 pallet,2 pallets,3 pallets,4 pallets,5 pallets,6 pallets,7 pallets,8 pallets,9 pallets,10 pallets,11 pallets,12 pallets,13 pallets,14 pallets,15 pallets,16 pallets,17 pallets,18 pallets,19 pallets,20 pallets,21 pallets,22 pallets,23 pallets,24 pallets,25 pallets,26 pallets
EH19,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH20,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH21,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH22,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH24,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH25,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH26,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH27,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH28,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH29,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH30,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH47,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH48,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH49,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH51,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH52,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH53,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH54,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH55,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH95,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH99,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH23,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH31,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
EH32,80.43,151.93,222.73,294.80,365.38,434.45,502.03,569.60,637.18,711.75,786.33,860.90,935.48,"1,010.05","1,084.63","1,159.20","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00","1,200.00"
